species,collection_no,source_database,collection.authorizer,taxon_no,occurrence.reference_no,collection.reference_no,ma_max,ma_min,ma_mid,lithadj,minor_lithology,minor_lithology2,lithadj2,lithology2,lithology_mel,lithadj_mel,lithology2_mel,ref_lithology_mel,occurrence_no,slice,stage,single_occurrence,strat_range,gp_lat,gp_lng,latdec,lngdec,ma_range,slice_range,lithology1,energetic_system,specimen_no,mni,mni_assumed,abundance_ref,specimens,genus,family
Koskinonodon perfectus,105836,PaleoDB,R. Butler,100583,35325,35325,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,924744,43,Norian,no,longer,13.44857564,-10.64799982,40.052778,-76.768056,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,93354,PaleoDB,R. Butler,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,841819,43,Norian,no,longer,10.98735374,-36.90353182,35.627778,-109.097222,15,2,not reported,NA,NA,NA,,1,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,93232,PaleoDB,R. Butler,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,840766,43,Norian,no,longer,10.3096922,-37.69097168,34.808333,-109.858333,15,2,not reported,NA,NA,NA,,1,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,93112,PaleoDB,R. Butler,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,838833,43,Norian,no,longer,10.33221746,-37.72337924,34.823889,-109.901944,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,93111,PaleoDB,R. Butler,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,838831,43,Norian,no,longer,10.4271656,-37.71178516,34.919167,-109.911944,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,52499,ETE,M. Carrano,100583,14122,35767,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,837554,43,Norian,no,longer,9.950522372,-37.30405743,34.5333,-109.3167,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,52502,ETE,M. Carrano,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,517607,43,Norian,no,longer,10.72828494,-38.19044147,35.116667,-110.55,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,93131,PaleoDB,R. Butler,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,838962,43,Norian,no,longer,10.41941734,-37.56418937,34.941111,-109.736667,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Koskinonodon perfectus,92913,PaleoDB,R. Butler,100583,14122,14122,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,837564,43,Norian,no,longer,9.920626901,-37.32443735,34.5,-109.333333,15,2,not reported,NA,NA,NA,,NA,NA,Koskinonodon,Metoposauridae
Kryostega collinsoni,105296,PaleoDB,R. Butler,NA,38098,38098,247.2,242,244.6,"quartzose,intraclastic",silty,NA,NA,NA,NA,The nature of the unit suggests rapid deposition from a large flow of relatively high viscosity and moderate to lower velocity,NA,1,1081098,40,Anisian,yes,temporal single,-70.8294837,31.7697528,-84.35,164.05,0,1,conglomerate,high,1,1,y,1,NA,Kryostega,Stereospondyli
Kuttycephalus triangularis,136904,PaleoDB,R. Butler,NA,43775,43775,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089197,43,Norian,yes,temporal single,-35.35952752,45.94404681,19.25,79.5,0,1,not reported,NA,3,3,n,1,NA,Kuttycephalus,Chigutisauridae
Labyrinthodon lavisi,88989,PaleoDB,R. Butler,NA,29829,29829,247.2,242,244.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,811345,40,Anisian,yes,temporal single,27.79708042,19.38705732,50.664444,-3.268889,0,1,sandstone,medium 1,1,1,y,1,NA,Labyrinthodon,Mastodonsauridae
Labyrinthodon panchetensis,117188,PaleoDB,R. Butler,NA,57226,37677,252.3,247.2,249.75,NA,conglomeratic,NA,NA,NA,NA,NA,NA,NA,1307366,39,Olenekian,yes,temporal single,-48.73037191,48.04975338,23.647222,86.8875,0,1,sandstone,medium 1,NA,NA,,NA,NA,Labyrinthodon,Stereospondyli
Laccosaurus watsoni,144272,PaleoDB,R. Butler,NA,46648,27216,256.25,255.2,255.725,NA,NA,NA,NA,NA,not reported,NA,NA,189,1133445,36,Wuchiapingian,yes,temporal single,-52.27950096,-19.52153427,-32.25,24.533333,0,1,not reported,NA,NA,NA,,NA,NA,Laccosaurus,Rhinesuchidae
Laccotriton subsolanus,92078,Fossilworks,J. Alroy,NA,37812,30992,150.8,145.5,148.15,tuffaceous,NA,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,831986,55,Tithonian,yes,temporal single,51.23936998,121.7537609,41.233333,117.2,0,1,shale,low,100,100,n,38,articulated specimens extremely abundant;  over 500 specimens for 2 species so this estimation is conservative,Laccotriton,NA
Laidleria gracilis,144122,PaleoDB,R. Butler,NA,46605,46605,247.2,242,244.6,gray,NA,NA,NA,NA,NA,NA,NA,NA,1132297,40,Anisian,yes,temporal single,-52.22514382,-7.536540311,-31.733333,27.9,0,1,sandstone,medium 1,NA,NA,,NA,NA,Laidleria,NA
Latiscopus disjunctus,22704,ETE,A. Behrensmeyer,NA,43403,37120,221.5,205.6,213.55,"concretionary,green,red,yellow,blue",NA,calcareous,paleosol/pedogenic,mudstone,NA,NA,NA,NA,490778,43,Norian,yes,temporal single,6.484493095,-30.99663136,32.172222,-101.247222,0,1,mudstone,low,NA,NA,,NA,NA,Latiscopus,Almasauridae
Latonia gigantea,136068,PaleoDB,J. Mueller,NA,43517,43517,5.332,3.6,4.466,NA,calcareous,NA,NA,"""limestone""",fissure fill,NA,NA,NA,1083492,79,Pliocene,no,longer,47.45422367,21.37713825,48.518056,20.752778,13,4,fissure fill,NA,99,8,n,109,combined from 2:,Latonia,Discoglossidae
Latonia seyfriedi,46955,Fossilworks,J. Alroy,NA,12472,12472,15.97,13.65,14.81,NA,NA,sandy,"lenticular,""cross stratification""",claystone,lignite,NA,lignite,NA,472481,77,Middle Miocene,yes,temporal single,48.366939,8.628854885,50.9,6.45,0,1,lignite,low,50,1,n,89,jawfragments; skull bones; limb bone fragments,Latonia,Discoglossidae
Lechriodus casca,59088,PaleoDB,J. Head,NA,57503,19345,55.8,48.6,52.2,green,NA,NA,fine,sandstone,NA,NA,NA,NA,1309302,70,Ypresian,yes,temporal single,-44.24502731,163.5146573,-26,152,0,1,claystone,low,NA,NA,,NA,NA,Lechriodus,Leptodactylidae
Lechriodus intergerivus,68775,PaleoDB,M. Uhen,NA,19849,19849,11.608,5.332,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,638996,78,Upper Miocene,yes,temporal single,-24.09848062,138.5967917,-19.029722,138.631111,0,1,limestone,low,NA,NA,,NA,NA,Lechriodus,Leptodactylidae
Lehahichnus coquinaris,84065,ETE,M. Carrano,NA,28154,28154,196.5,189.6,193.05,red,NA,NA,NA,NA,NA,NA,NA,NA,780863,46,Sinemurian,yes,temporal single,-43.99146309,14.72734258,-30.4,27.516667,0,1,sandstone,medium 1,NA,NA,,NA,NA,Lehahichnus,NA
Leiocephalikon problematicum,28069,Fossilworks,J. Alroy,137991,7856,7856,318.1,314.6,316.35,gray,NA,NA,NA,coal,NA,NA,NA,NA,297345,27,Bashkirian,yes,temporal single,-16.28427248,-12.32952091,45.698611,-64.451389,0,1,sandstone,medium 1,1,1,y,1,NA,Leiocephalikon,Gymnarthridae
Leiopelma acricarina,73690,PaleoDB,M. Uhen,NA,49851,24707,19,15.9,17.45,"fine,gray,green",silty,NA,current ripples,claystone,NA,NA,NA,NA,1192636,76,Lower Miocene,yes,temporal single,-46.47040842,-173.6485086,-44.908056,169.858333,0,1,sandstone,medium 1,2,1,y,1,NA,Leiopelma,Leiopelmatidae
Leiopelma miocaenale,153884,NA,P. Mannion,NA,49851,49851,19,15.9,17.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191062,76,Lower Miocene,yes,temporal single,-46.47029377,-173.6486276,-44.90794,169.85822,0,1,sandstone,medium 1,1,1,y,1,NA,Leiopelma,Leiopelmatidae
Lethiscus stocki,140937,PaleoDB,M. Clapham,NA,56770,38758,342.8,336,339.4,NA,carbonaceous,NA,NA,NA,NA,NA,NA,NA,1302352,25,Visean,yes,temporal single,-28.12275166,-9.248826672,55.98,-3.21,0,1,shale,low,NA,NA,,NA,NA,Lethiscus,Lethiscidae
Liaobatrachus beipiaoensis,79522,ETE,M. Carrano,156581,31024,26684,130,122.46,126.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,832123,59,Barremian,no,temporal single,41.5959277,129.0271417,41.557767,120.816195,0,1,shale,low,NA,NA,,NA,NA,Liaobatrachus,NA
Liaobatrachus beipiaoensis,94819,PaleoDB,R. Butler,197695,47770,32340,130,122.46,126.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160857,59,Barremian,no,temporal single,41.68672375,129.0771069,41.633333,120.9,0,1,not reported,NA,NA,NA,,NA,NA,Liaobatrachus,NA
Liaobatrachus macilentus,117415,PaleoDB,R. Benson,197697,37781,37751,125.45,112.6,119.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,980986,60,Aptian,no,longer,40.64192396,132.166984,41.554444,121.060278,7,2,shale,low,1,1,y,1,NA,Liaobatrachus,NA
Liaobatrachus macilentus,55683,ETE,M. Carrano,NA,47770,14922,130,122.46,126.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160859,59,Barremian,no,longer,40.57624342,132.2033645,39.8786,123.4389,7,2,not reported,NA,NA,NA,,NA,NA,Liaobatrachus,NA
Liaobatrachus zhaoi,137803,PaleoDB,P. Mannion,156583,47770,44062,130,122.46,126.23,"massive,ferruginous,pebbly,brown,red",sandy,NA,NA,NA,NA,NA,NA,NA,1093730,59,Barremian,yes,temporal single,41.66105509,129.101739,41.60335,120.91327,0,1,mudstone,low,NA,NA,,NA,NA,Liaobatrachus,NA
Liaoxitriton zhongjiani,92073,Fossilworks,J. Alroy,NA,30989,30989,125.45,112.6,119.025,black,NA,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,831964,60,Aptian,yes,temporal single,39.81993444,132.2006924,40.75,120.833333,0,1,shale,low,40,40,n,1,reference missing,Liaoxitriton,NA
Llankibatrachus truebae,84703,Fossilworks,J. Alroy,NA,28411,28411,48.6,28.4,38.5,planar lamination,NA,NA,planar lamination,sandstone,NA,NA,NA,NA,785719,72,Bartonian,no,temporal single,-41.16200333,-62.48845358,-40.633333,-70.983333,0,1,shale,low,NA,NA,,NA,NA,Llankibatrachus,Pipidae
Llankibatrachus truebae,84702,Fossilworks,J. Alroy,NA,28411,28411,48.6,28.4,38.5,"planar lamination,brown,green",NA,NA,NA,sandstone,NA,NA,NA,NA,785715,72,Bartonian,no,temporal single,-41.54382502,-62.74508591,-41.033333,-71.183333,0,1,shale,low,NA,NA,,NA,NA,Llankibatrachus,Pipidae
Llistrofus pricei,67862,Fossilworks,J. Alroy,NA,28692,19393,290.1,268,279.05,"fine,gray",NA,NA,coarse,conglomerate,NA,NA,NA,NA,629474,33,Kungurian,yes,temporal single,0.975413717,-28.53860343,34.770556,-98.403889,0,1,claystone,low,1,1,y,1,NA,Llistrofus,Hapsidopareiontidae
Luzocephalus johanssoni,143873,PaleoDB,R. Butler,266417,46549,46549,252.3,251.3,251.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131087,38,Induan,yes,temporal single,43.92942715,22.59109664,74.031667,-21.690278,0,1,not reported,NA,1,1,y,1,NA,Luzocephalus,Lydekkerinidae
Luzocephalus kochi,143871,PaleoDB,R. Butler,266418,46549,46549,252.3,251.3,251.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131085,38,Induan,yes,temporal single,43.92942715,22.59109664,74.031667,-21.690278,0,1,not reported,NA,1,1,y,1,NA,Luzocephalus,Lydekkerinidae
Lydekkerina huxleyi,88282,PaleoDB,J. Mueller,266410,46530,29626,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130491,39,Olenekian,no,longer,-50.80405284,-4.158628197,-28.275,29.125,2,2,not reported,NA,1,1,y,1,NA,Lydekkerina,NA
Lydekkerina huxleyi,136409,PaleoDB,R. Butler,NA,43629,43629,252.3,251.3,251.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087087,38,Induan,no,longer,-68.66859133,122.4052444,-24.083333,146.666667,2,2,not reported,NA,1,1,y,1,NA,Lydekkerina,NA
Lydekkerina huxleyi,88282,PaleoDB,J. Mueller,266408,46540,29626,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130695,39,Olenekian,no,longer,-50.80405284,-4.158628197,-28.275,29.125,2,2,not reported,NA,1,1,y,1,NA,Lydekkerina,NA
Lydekkerina huxleyi,88282,PaleoDB,J. Mueller,266409,46530,29626,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130490,39,Olenekian,no,longer,-50.80405284,-4.158628197,-28.275,29.125,2,2,not reported,NA,1,1,y,1,NA,Lydekkerina,NA
Lydekkerina huxleyi,143692,PaleoDB,R. Butler,113846,46528,46528,252.3,251.3,251.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130488,38,Induan,no,longer,-49.97760821,-10.45425166,-29.734722,25.936944,2,2,not reported,NA,5,1,y,1,NA,Lydekkerina,NA
Lydekkerina huxleyi,88282,PaleoDB,J. Mueller,NA,27216,29626,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,922673,39,Olenekian,no,longer,-50.80405284,-4.158628197,-28.275,29.125,2,2,not reported,NA,NA,NA,,NA,NA,Lydekkerina,NA
Lydekkerina huxleyi,34815,Fossilworks,J. Alroy,37078,27216,9227,252.3,247.2,249.75,NA,NA,NA,NA,NA,not reported,NA,NA,191,368039,39,Olenekian,no,longer,-50.95105294,-4.536148987,-28.551667,29.076667,2,2,not reported,NA,NA,NA,,NA,NA,Lydekkerina,NA
Lydekkerina panchetensis,136563,PaleoDB,R. Butler,NA,57226,27209,252.3,247.2,249.75,"green,red",NA,NA,NA,NA,NA,NA,NA,NA,1307359,39,Olenekian,yes,temporal single,-48.8030441,48.13006433,23.666667,86.983333,0,1,claystone,low,1,1,y,1,NA,Lydekkerina,Lydekkerinidae
Lyrocephaliscus euri,120231,PaleoDB,M. Clapham,266519,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131869,39,Olenekian,no,temporal single,55.7284457,22.04237184,78.236111,17.211389,0,1,shale,low,1,1,y,1,NA,Lyrocephaliscus,Lyrocephaliscidae
Lyrocephaliscus euri,120232,PaleoDB,M. Clapham,266519,46574,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131973,39,Olenekian,no,temporal single,55.79396962,22.23953007,78.25,17.84,0,1,shale,low,2,1,y,1,NA,Lyrocephaliscus,Lyrocephaliscidae
Lyrocephaliscus euri,120230,PaleoDB,M. Clapham,266519,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131896,39,Olenekian,no,temporal single,55.73933456,21.93812557,78.27,16.97,0,1,shale,low,NA,NA,,NA,NA,Lyrocephaliscus,Lyrocephaliscidae
Lyrocephaliscus euri,120228,PaleoDB,M. Clapham,266519,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131895,39,Olenekian,no,temporal single,55.80683278,22.146881,78.283333,17.633333,0,1,shale,low,NA,NA,,NA,NA,Lyrocephaliscus,Lyrocephaliscidae
Lyrocephaliscus euri,144043,PaleoDB,R. Butler,266519,46568,46568,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131898,39,Olenekian,no,temporal single,55.93820668,21.72660628,78.5,16.833333,0,1,shale,low,NA,NA,,NA,NA,Lyrocephaliscus,Lyrocephaliscidae
Lysorophus tricarinatus,79531,PaleoDB,J. Mueller,NA,26635,26635,279.5,272.5,276,red,NA,sandy,red or brown,"""shale""",NA,NA,NA,NA,739843,33,Kungurian,no,longer,0.8869647,-27.60521107,35.169444,-97.368611,9,2,shale,low,16,14,n,210,14 skulls with some skeleton (some incomplete); vertebra; ribs,Lysorophus,Lysorophidae
Lysorophus tricarinatus,79402,PaleoDB,J. Mueller,NA,28557,28557,290.1,279.5,284.8,gray,NA,sandy,concretionary,ironstone,NA,NA,NA,NA,787462,32,Artinskian,no,longer,0.310326878,-27.84025055,36.161667,-97.340556,9,2,claystone,low,NA,NA,,NA,NA,Lysorophus,Lysorophidae
Macropelobates osborni,53977,PaleoDB,M. Uhen,NA,30967,14576,33.9,28.4,31.15,NA,sandy,NA,NA,NA,NA,NA,NA,NA,831817,74,Rupelian,yes,temporal single,43.05176022,98.1735486,45.246944,101.620278,0,1,claystone,low,NA,NA,,NA,NA,Macropelobates,Pelobatidae
Mahavisaurus australis,144086,PaleoDB,R. Butler,251515,46587,46587,252.3,247.2,249.75,nodular,NA,NA,NA,NA,mudstone/sandstone,nodular,NA,1,1132148,39,Olenekian,yes,temporal single,-34.08807633,38.02105492,-13.233333,49.083333,0,1,mudstone/sandstone,medium 1,1,1,y,1,NA,Mahavisaurus,Rhytidosteidae
Mahavisaurus dentatus,144083,PaleoDB,R. Butler,NA,46587,46587,252.3,247.2,249.75,nodular,NA,NA,NA,NA,mudstone/sandstone,nodular,NA,185,1132147,39,Olenekian,yes,temporal single,-34.0981856,37.78263006,-13.366667,48.933333,0,1,mudstone/sandstone,medium 1,NA,NA,,NA,NA,Mahavisaurus,Rhytidosteidae
Manubrantlia khaki,136566,PaleoDB,R. Butler,NA,43681,43681,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087562,39,Olenekian,yes,temporal single,-48.73747794,48.04433903,23.641111,86.893056,0,1,sandstone,medium 1,1,1,y,1,NA,Manubrantlia,Lapillopsidae
Marmorerpeton freemani,39075,PaleoDB,M. Carrano,NA,30993,10558,167.7,164.7,166.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,406005,51,Bathonian,yes,temporal single,35.9998508,20.06651109,51.86667,-1.26667,0,1,marl,low,1,1,y,1,NA,Marmorerpeton,NA
Marmorerpeton kermacki,61890,ETE,M. Carrano,NA,30976,10557,167.7,164.7,166.2,NA,NA,NA,NA,"""shale""",mudstone,NA,fine-grained siliciclastic,NA,587332,51,Bathonian,no,temporal single,40.94269505,15.71930685,57.1725,-6.103889,0,1,mudstone,low,2,1,y,1,can`t specify,Marmorerpeton,NA
Marmorerpeton kermacki,39075,PaleoDB,M. Carrano,NA,30993,10558,167.7,164.7,166.2,NA,NA,NA,NA,NA,marl,NA,marl,NA,405982,51,Bathonian,no,temporal single,35.9998508,20.06651109,51.86667,-1.26667,0,1,marl,low,19,5,n,112,based on 2 + numerous(treated as 3) atlases,Marmorerpeton,NA
Mastodonsaurus andriani,97850,PaleoDB,R. Butler,NA,33816,33816,235,221.5,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,882299,42,Carnian,yes,temporal single,29.43543234,25.58915355,49.783333,9.916667,0,1,not reported,NA,1,1,y,1,NA,Mastodonsaurus,Metoposauridae
Mastodonsaurus durus,107421,PaleoDB,R. Butler,NA,15618,15618,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,934041,43,Norian,yes,temporal single,13.58513401,-9.669976991,40.133333,-75.516667,0,1,shale,low,1,1,y,1,NA,Mastodonsaurus,Metoposauridae
Mastodonsaurus giganteus,106358,PaleoDB,R. Butler,NA,33823,33823,242,235,238.5,gray,NA,NA,NA,NA,NA,NA,NA,NA,929803,41,Ladinian,no,temporal single,28.45803172,27.56091145,48.916667,8.95,0,1,shale,low,1,1,y,1,NA,Mastodonsaurus,NA
Mastodonsaurus giganteus,106349,PaleoDB,R. Butler,NA,35488,35488,242,235,238.5,"gray,green",silty,NA,NA,NA,NA,NA,NA,NA,929766,41,Ladinian,no,temporal single,28.74055291,28.10444997,49.069444,9.7625,0,1,marl,low,1,1,y,1,NA,Mastodonsaurus,NA
Mastodonsaurus giganteus,106356,PaleoDB,R. Butler,NA,33823,33823,242,235,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,929801,41,Ladinian,no,temporal single,28.48824552,27.65604543,48.925,9.084722,0,1,sandstone,medium 1,1,1,y,1,NA,Mastodonsaurus,NA
Mastodonsaurus giganteus,106357,PaleoDB,R. Butler,NA,33823,33823,242,235,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,929802,41,Ladinian,no,temporal single,28.48306251,27.74662262,48.9,9.2,0,1,limestone,low,2,2,n,1,NA,Mastodonsaurus,NA
Mastodonsaurus giganteus,101875,PaleoDB,R. Butler,NA,33823,34640,242,235,238.5,gray,NA,NA,NA,NA,NA,NA,NA,NA,906412,41,Ladinian,no,temporal single,28.76917028,28.19178489,49.0775,9.886667,0,1,claystone,low,21,1,n,208,20 intercentra and one skull,Mastodonsaurus,NA
Mastodonsaurus giganteus,101873,PaleoDB,R. Butler,NA,33823,33823,242,235,238.5,"green,yellow",NA,muddy,NA,dolomite,NA,NA,NA,NA,929782,41,Ladinian,no,temporal single,28.86713299,28.00342122,49.214444,9.681111,0,1,marl,low,NA,NA,,NA,NA,Mastodonsaurus,NA
Mastodonsaurus giganteus,57781,PaleoDB,W. Kiessling,NA,33823,15549,242,235,238.5,NA,"silty,calcareous",NA,NA,NA,NA,NA,NA,NA,929804,41,Ladinian,no,temporal single,28.8615757,28.15412668,49.175278,9.874167,0,1,mudstone,low,NA,NA,,NA,NA,Mastodonsaurus,NA
Mastodonsaurus giganteus,106359,PaleoDB,R. Butler,NA,33823,33823,242,235,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,929808,41,Ladinian,no,temporal single,30.70716435,28.40056396,50.9,10.95,0,1,not reported,NA,NA,NA,,NA,NA,Mastodonsaurus,NA
Mastodonsaurus indicus,136643,PaleoDB,R. Butler,37108,29026,17140,247.2,242,244.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087831,40,Anisian,yes,temporal single,-40.42013419,43.06685625,22.166667,78.166667,0,1,not reported,NA,1,1,y,1,NA,Mastodonsaurus,Metoposauridae
Mastodonsaurus lavisi,88992,PaleoDB,R. Butler,NA,29833,29833,247.2,242,244.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,811356,40,Anisian,no,longer,27.79947317,19.38829572,50.666667,-3.266667,18,4,not reported,NA,2,1,y,NA,NA,Mastodonsaurus,Mastodonsauridae
Mastodonsaurus lavisi,34403,PaleoDB,J. Head,NA,9050,9050,252.3,201.6,226.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,363119,43,Norian,no,longer,28.28997297,12.32654407,50,-3,18,4,sandstone,medium 1,NA,NA,,NA,NA,Mastodonsaurus,Mastodonsauridae
Mastodonsaurus meyeri,97851,PaleoDB,R. Butler,NA,33817,33817,242,235,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,882300,41,Ladinian,yes,temporal single,29.09571127,28.30848681,49.366667,10.166667,0,1,not reported,NA,1,1,y,1,NA,Mastodonsaurus,Metoposauridae
Mastodonsaurus torvus,79970,PaleoDB,J. Mueller,NA,28553,28844,242,235,238.5,"medium,gray",NA,NA,NA,NA,NA,NA,NA,NA,789768,41,Ladinian,no,temporal single,43.46043555,59.003281,52.405556,55.645,0,1,sandstone,medium 1,1,1,y,1,NA,Mastodonsaurus,NA
Mastodonsaurus torvus,97439,PaleoDB,R. Butler,NA,28844,28844,242,235,238.5,"fine,gray,yellow",NA,NA,NA,NA,NA,NA,NA,NA,877795,41,Ladinian,no,temporal single,42.60031975,59.61648227,51.438889,55.516667,0,1,sandstone,medium 1,NA,NA,,NA,NA,Mastodonsaurus,NA
Matthewichnus caudifer,81525,PaleoDB,M. Uhen,NA,27502,27502,318.1,306.95,312.525,NA,NA,NA,NA,sandstone,NA,NA,NA,NA,762761,28,Moscovian,yes,temporal single,-13.76382254,-27.64193889,33.813611,-87.166666,0,1,shale,low,NA,NA,,NA,NA,Matthewichnus,NA
Megamolgophis agostini,127038,PaleoDB,M. Uhen,NA,41252,41252,298.9,252.3,275.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037627,33,Kungurian,yes,temporal single,-1.104869433,-14.44106035,39.065,-81.376111,0,1,limestone,low,NA,NA,,NA,NA,Megamolgophis,Lysorophidae
Melanerpeton pulcherrimum,58139,Fossilworks,J. Alroy,NA,15696,15696,298.9,254,276.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,559542,33,Kungurian,yes,temporal single,9.697373238,26.12094742,50.583889,16.335833,0,1,limestone,low,NA,NA,,NA,NA,Melanerpeton,Branchiosauridae
Melosaurus uralensis,37065,Fossilworks,J. Alroy,NA,9939,9939,268,265,266.5,brown,NA,NA,NA,NA,NA,NA,NA,NA,387723,34,Roadian-Wordian,yes,temporal single,29.04171448,51.47982194,53.666667,55.75,0,1,sandstone,medium 1,1,1,y,1,NA,Melosaurus,Rachitomi
Metoposaurus algarvensis,82902,PaleoDB,R. Butler,37162,54714,27866,235,205.6,220.3,"fine,red",argillaceous,NA,NA,NA,sandstone,NA,sandstone,NA,773340,43,Norian,yes,temporal single,18.58942215,9.649253406,37.251389,-8.111667,0,1,sandstone,medium 1,12,8,n,71,8 skulls (not all complete); left mandible; right dentary fragment; clavicle with associated interclavicle; right clavicle; one block of clavicles,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,106997,PaleoDB,R. Butler,NA,35596,35678,235,221.5,228.25,green,NA,NA,NA,NA,limestone,NA,NA,NA,932452,42,Carnian,no,longer,28.50379678,25.66277335,48.8777,9.567,15,2,limestone,low,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,106463,PaleoDB,R. Butler,NA,27868,27868,235,221.5,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,930395,42,Carnian,no,longer,28.59806175,25.41840763,49.033333,9.3,15,2,claystone,low,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,106509,PaleoDB,R. Butler,NA,35596,35596,221.5,205.6,213.55,"coarse,green",calcareous,NA,NA,NA,NA,NA,NA,NA,930821,43,Norian,no,longer,30.0583026,21.27743635,48.75,9.166667,15,2,sandstone,medium 1,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,106459,PaleoDB,R. Butler,NA,28828,28828,235,221.5,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,930388,42,Carnian,no,longer,28.68664387,25.35803879,49.133889,9.264444,15,2,sandstone,medium 1,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,97737,PaleoDB,R. Butler,170548,31149,31149,235,221.5,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,881089,42,Carnian,no,longer,29.60479785,25.96298221,49.841667,10.477778,15,2,sandstone,medium 1,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,106461,PaleoDB,R. Butler,NA,27868,27868,235,221.5,228.25,"medium,brown,green",NA,NA,NA,NA,NA,NA,NA,NA,930393,42,Carnian,no,longer,28.63122962,25.72031628,48.983333,9.7,15,2,sandstone,medium 1,1,1,y,1,NA,Metoposaurus,Metoposauridae
